  CBA   CLG   236    -49.900   41.630  -12.371
 HBA1   CLG   236    -50.240   42.222  -13.238
 HBA2   CLG   236    -50.747   40.967  -12.091
  CGA   CLG   236    -48.735   40.759  -12.695
  O1A   CLG   236    -47.922   40.265  -11.925
  O2A   CLG   236    -48.584   40.511  -14.018
   NB   CLG   236    -47.822   44.668  -16.524
  C1B   CLG   236    -46.806   44.050  -15.879
  C2B   CLG   236    -45.702   43.778  -16.826
  C3B   CLG   236    -46.131   44.189  -18.068
  C4B   CLG   236    -47.487   44.762  -17.888
  CMB   CLG   236    -44.474   43.136  -16.368
 HMB1   CLG   236    -44.672   42.067  -16.148
 HMB2   CLG   236    -44.112   43.640  -15.453
 HMB3   CLG   236    -43.696   43.218  -17.153
  CAB   CLG   236    -45.526   44.157  -19.374
  HAB   CLG   236    -45.789   45.007  -20.019
  CBB   CLG   236    -44.632   43.299  -19.856
 HBB1   CLG   236    -44.290   42.444  -19.256
 HBB2   CLG   236    -44.209   43.417  -20.867
   NC   CLG   236    -50.244   45.911  -17.548
  C1C   CLG   236    -49.582   45.796  -18.732
  C2C   CLG   236    -50.433   46.257  -19.828
  C3C   CLG   236    -51.662   46.562  -19.258
  C4C   CLG   236    -51.523   46.357  -17.845
  CMC   CLG   236    -50.059   46.311  -21.240
 HMC1   CLG   236    -50.675   45.599  -21.823
 HMC2   CLG   236    -48.989   46.063  -21.375
 HMC3   CLG   236    -50.229   47.338  -21.620
  CAC   CLG   236    -52.881   47.078  -19.890
 HAC1   CLG   236    -52.581   47.777  -20.694
 HAC2   CLG   236    -53.449   47.681  -19.157
  CBC   CLG   236    -53.768   45.990  -20.443
 HBC1   CLG   236    -54.159   45.345  -19.627
 HBC2   CLG   236    -53.201   45.352  -21.154
 HBC3   CLG   236    -54.618   46.426  -20.998
   ND   CLG   236    -51.330   45.804  -15.019
  C1D   CLG   236    -52.480   46.360  -15.618
  C2D   CLG   236    -53.509   46.605  -14.603
  C3D   CLG   236    -52.969   46.140  -13.431
  C4D   CLG   236    -51.637   45.617  -13.752
  CMD   CLG   236    -54.799   47.235  -14.856
 HMD1   CLG   236    -55.209   46.878  -15.824
 HMD2   CLG   236    -54.696   48.337  -14.888
 HMD3   CLG   236    -55.516   46.948  -14.063
  CAD   CLG   236    -53.163   45.930  -12.025
  OBD   CLG   236    -54.107   46.223  -11.338
  CBD   CLG   236    -51.907   45.239  -11.459
 HBD1   CLG   236    -52.210   44.284  -11.003
  CGD   CLG   236    -51.208   46.152  -10.500
  O1D   CLG   236    -50.675   47.230  -10.752
  O2D   CLG   236    -51.134   45.714   -9.225
  CED   CLG   236    -49.970   46.134   -8.516
 HED1   CLG   236    -50.105   47.182   -8.169
 HED2   CLG   236    -49.033   46.049   -9.112
 HED3   CLG   236    -49.858   45.503   -7.605
   C1   CLG   236    -47.237   40.241  -14.437
   H1   CLG   236    -46.990   39.185  -14.176
   H2   CLG   236    -46.492   40.888  -13.912
   C2   CLG   236    -47.196   40.533  -15.889
   H3   CLG   236    -47.772   41.403  -16.245
   C3   CLG   236    -46.497   39.802  -16.767
   C4   CLG   236    -45.701   38.628  -16.337
   H5   CLG   236    -46.347   37.765  -16.104
   H6   CLG   236    -45.095   38.844  -15.430
   H7   CLG   236    -44.995   38.296  -17.125
   C5   CLG   236    -46.509   40.147  -18.216
   H8   CLG   236    -45.589   40.705  -18.494
   H9   CLG   236    -47.363   40.827  -18.450
   C6   CLG   236    -46.630   38.911  -19.081
  H10   CLG   236    -47.177   38.112  -18.518
  H11   CLG   236    -45.634   38.497  -19.334
   C7   CLG   236    -47.458   39.145  -20.322
  H12   CLG   236    -46.896   39.752  -21.058
  H13   CLG   236    -48.363   39.690  -20.061
   C8   CLG   236    -47.933   37.823  -20.909
  H14   CLG   236    -48.179   37.112  -20.082
   C9   CLG   236    -46.849   37.206  -21.762
  H15   CLG   236    -45.927   37.030  -21.169
  H16   CLG   236    -46.600   37.872  -22.612
  H17   CLG   236    -47.180   36.230  -22.177
  C10   CLG   236    -49.203   37.973  -21.737
  H18   CLG   236    -50.102   38.117  -21.121
  H19   CLG   236    -49.360   37.008  -22.276
  C11   CLG   236    -49.127   39.092  -22.744
  H20   CLG   236    -48.089   39.455  -22.875
  H21   CLG   236    -49.703   39.937  -22.318
  C12   CLG   236    -49.632   38.702  -24.115
  H22   CLG   236    -50.608   38.173  -24.035
  H23   CLG   236    -48.905   38.004  -24.588
  C13   CLG   236    -49.805   39.941  -24.984
  H24   CLG   236    -48.885   40.569  -24.884
  C14   CLG   236    -50.986   40.753  -24.500
  H25   CLG   236    -50.826   41.158  -23.484
  H26   CLG   236    -51.906   40.129  -24.486
  H27   CLG   236    -51.170   41.610  -25.176
  C15   CLG   236    -49.953   39.599  -26.464
  H28   CLG   236    -50.851   38.965  -26.625
  H29   CLG   236    -49.062   39.044  -26.828
  H30   CLG   236    -50.064   40.523  -27.067
   MG   CLG   237    -40.651   42.185  -22.698
  CHA   CLG   237    -39.139   40.823  -19.911
  CHB   CLG   237    -43.570   40.618  -21.838
  HHB   CLG   237    -44.498   40.159  -21.507
  CHC   CLG   237    -42.152   43.402  -25.528
  HHC   CLG   237    -42.625   43.854  -26.394
  CHD   CLG   237    -37.557   43.364  -23.821
  HHD   CLG   237    -36.597   43.754  -24.147
   NA   CLG   237    -41.244   40.951  -21.113
  C1A   CLG   237    -40.470   40.509  -20.032
  C2A   CLG   237    -41.304   39.647  -19.083
  H2A   CLG   237    -40.843   38.650  -18.989
  C3A   CLG   237    -42.677   39.570  -19.770
  H3A   CLG   237    -43.481   40.002  -19.133
  C4A   CLG   237    -42.506   40.455  -20.989
  CMA   CLG   237    -43.059   38.167  -20.158
 HMA1   CLG   237    -43.276   37.536  -19.271
 HMA2   CLG   237    -42.246   37.679  -20.741
 HMA3   CLG   237    -43.968   38.159  -20.798
  CAA   CLG   237    -41.526   40.363  -17.763
 HAA1   CLG   237    -42.134   41.285  -17.905
 HAA2   CLG   237    -40.531   40.696  -17.384
  CBA   CLG   237    -42.130   39.496  -16.691
 HBA1   CLG   237    -43.207   39.362  -16.912
 HBA2   CLG   237    -42.061   40.043  -15.725
  CGA   CLG   237    -41.443   38.173  -16.554
  O1A   CLG   237    -40.360   37.916  -16.030
  O2A   CLG   237    -42.162   37.146  -17.100
   NB   CLG   237    -42.495   42.073  -23.487
  C1B   CLG   237    -43.541   41.374  -23.002
  C2B   CLG   237    -44.708   41.492  -23.888
  C3B   CLG   237    -44.314   42.283  -24.943
  C4B   CLG   237    -42.908   42.663  -24.691
  CMB   CLG   237    -45.949   40.805  -23.557
 HMB1   CLG   237    -46.307   41.163  -22.571
 HMB2   CLG   237    -45.774   39.711  -23.521
 HMB3   CLG   237    -46.727   41.033  -24.310
  CAB   CLG   237    -44.968   42.745  -26.137
  HAB   CLG   237    -44.623   43.719  -26.514
  CBB   CLG   237    -46.004   42.200  -26.773
 HBB1   CLG   237    -46.430   41.242  -26.442
 HBB2   CLG   237    -46.441   42.685  -27.658
   NC   CLG   237    -39.962   43.179  -24.386
  C1C   CLG   237    -40.764   43.628  -25.389
  C2C   CLG   237    -39.997   44.386  -26.345
  C3C   CLG   237    -38.674   44.318  -25.910
  C4C   CLG   237    -38.665   43.581  -24.655
  CMC   CLG   237    -40.581   44.998  -27.536
 HMC1   CLG   237    -41.550   45.472  -27.287
 HMC2   CLG   237    -40.741   44.223  -28.312
 HMC3   CLG   237    -39.899   45.775  -27.936
  CAC   CLG   237    -37.513   44.930  -26.554
 HAC1   CLG   237    -36.705   45.086  -25.807
 HAC2   CLG   237    -37.790   45.927  -26.961
  CBC   CLG   237    -37.028   44.032  -27.661
 HBC1   CLG   237    -37.772   43.980  -28.485
 HBC2   CLG   237    -36.858   43.001  -27.279
 HBC3   CLG   237    -36.066   44.401  -28.073
   ND   CLG   237    -38.736   42.066  -22.113
  C1D   CLG   237    -37.573   42.668  -22.632
  C2D   CLG   237    -36.470   42.428  -21.695
  C3D   CLG   237    -37.007   41.741  -20.621
  C4D   CLG   237    -38.428   41.540  -20.931
  CMD   CLG   237    -35.114   42.891  -21.938
 HMD1   CLG   237    -35.122   43.867  -22.467
 HMD2   CLG   237    -34.555   42.147  -22.541
 HMD3   CLG   237    -34.602   43.028  -20.969
  CAD   CLG   237    -36.779   41.131  -19.331
  OBD   CLG   237    -35.777   41.080  -18.643
  CBD   CLG   237    -38.111   40.507  -18.855
 HBD1   CLG   237    -38.346   41.002  -17.897
  CGD   CLG   237    -37.992   39.023  -18.611
  O1D   CLG   237    -37.889   38.423  -17.539
  O2D   CLG   237    -37.997   38.269  -19.734
  CED   CLG   237    -38.777   37.078  -19.704
 HED1   CLG   237    -39.355   36.925  -18.761
 HED2   CLG   237    -38.113   36.195  -19.839
 HED3   CLG   237    -39.499   37.084  -20.551
   C1   CLG   237    -42.303   35.915  -16.358
   H1   CLG   237    -42.826   36.102  -15.389
   H2   CLG   237    -41.310   35.477  -16.095
   C2   CLG   237    -43.129   34.999  -17.193
   H3   CLG   237    -44.203   34.931  -16.960
   C3   CLG   237    -42.637   34.302  -18.232
   C4   CLG   237    -41.226   34.382  -18.649
   H5   CLG   237    -40.549   34.900  -17.940
   H6   CLG   237    -41.136   34.917  -19.614
   H7   CLG   237    -40.811   33.362  -18.797
   C5   CLG   237    -43.481   33.405  -19.053
   H8   CLG   237    -44.481   33.232  -18.591
   H9   CLG   237    -43.005   32.403  -19.122
   C6   CLG   237    -43.679   33.997  -20.435
  H10   CLG   237    -43.247   35.018  -20.520
  H11   CLG   237    -44.775   34.150  -20.592
   C7   CLG   237    -43.185   33.088  -21.543
  H12   CLG   237    -44.010   32.416  -21.870
  H13   CLG   237    -42.357   32.439  -21.177
   C8   CLG   237    -42.659   33.888  -22.727
  H14   CLG   237    -42.430   33.174  -23.557
   C9   CLG   237    -41.363   34.549  -22.321
  H15   CLG   237    -40.710   33.834  -21.774
  H16   CLG   237    -41.536   35.434  -21.676
  H17   CLG   237    -40.796   34.886  -23.217
  C10   CLG   237    -43.683   34.904  -23.234
  H18   CLG   237    -44.173   35.433  -22.390
  H19   CLG   237    -44.491   34.368  -23.781
  C11   CLG   237    -43.104   36.000  -24.110
  H20   CLG   237    -42.716   35.575  -25.060
  H21   CLG   237    -42.231   36.479  -23.607
  C12   CLG   237    -44.062   37.152  -24.313
  H22   CLG   237    -43.477   38.101  -24.224
  H23   CLG   237    -44.840   37.193  -23.532
  C13   CLG   237    -44.666   37.118  -25.707
  H24   CLG   237    -44.011   36.519  -26.387
  C14   CLG   237    -44.736   38.509  -26.297
  H25   CLG   237    -43.759   39.024  -26.258
  H26   CLG   237    -45.468   39.128  -25.738
  H27   CLG   237    -45.065   38.468  -27.358
  C15   CLG   237    -46.053   36.486  -25.696
  H28   CLG   237    -46.742   37.073  -25.052
  H29   CLG   237    -46.005   35.448  -25.304
  H30   CLG   237    -46.475   36.454  -26.723
   MG   CLI   238    -37.528   57.601  -33.922
  CHA   CLI   238    -36.130   58.242  -37.026
  CHB   CLI   238    -35.626   54.778  -33.683
  HHB   CLI   238    -35.071   53.841  -33.678
  CHC   CLI   238    -38.183   57.458  -30.562
  HHC   CLI   238    -38.490   57.396  -29.521
  CHD   CLI   238    -39.054   60.779  -34.044
  HHD   CLI   238    -39.554   61.741  -34.112
   NA   CLI   238    -36.136   56.674  -35.168
  C1A   CLI   238    -35.664   57.112  -36.409
  C2A   CLI   238    -34.644   56.125  -36.963
  H2A   CLI   238    -34.841   55.874  -38.025
  C3A   CLI   238    -34.836   54.903  -36.060
  H3A   CLI   238    -33.904   54.390  -35.751
  C4A   CLI   238    -35.548   55.490  -34.857
  CMA   CLI   238    -35.689   53.882  -36.752
 HMA1   CLI   238    -35.197   53.535  -37.689
 HMA2   CLI   238    -36.673   54.319  -37.035
 HMA3   CLI   238    -35.849   52.994  -36.104
  CAA   CLI   238    -33.185   56.509  -36.779
 HAA1   CLI   238    -32.690   56.109  -37.703
 HAA2   CLI   238    -32.706   55.884  -35.999
  CBA   CLI   238    -32.703   57.936  -36.691
 HBA1   CLI   238    -33.617   58.495  -36.786
 HBA2   CLI   238    -32.024   58.187  -37.535
  CGA   CLI   238    -32.025   58.163  -35.384
  O1A   CLI   238    -32.002   57.415  -34.417
  O2A   CLI   238    -31.381   59.364  -35.298
   NB   CLI   238    -36.969   56.386  -32.419
  C1B   CLI   238    -36.297   55.228  -32.543
  C2B   CLI   238    -36.366   54.458  -31.282
  C3B   CLI   238    -37.092   55.212  -30.389
  C4B   CLI   238    -37.481   56.440  -31.110
  CMB   CLI   238    -35.713   53.165  -31.157
 HMB1   CLI   238    -34.634   53.273  -31.399
 HMB2   CLI   238    -36.172   52.453  -31.870
 HMB3   CLI   238    -35.798   52.773  -30.123
  CAB   CLI   238    -37.482   55.025  -29.016
  HAB   CLI   238    -37.514   55.944  -28.412
  CBB   CLI   238    -37.724   53.883  -28.379
 HBB1   CLI   238    -37.687   52.924  -28.916
 HBB2   CLI   238    -37.997   53.877  -27.314
   NC   CLI   238    -38.486   58.864  -32.574
  C1C   CLI   238    -38.648   58.609  -31.246
  C2C   CLI   238    -39.367   59.697  -30.603
  C3C   CLI   238    -39.599   60.644  -31.592
  C4C   CLI   238    -39.049   60.107  -32.820
  CMC   CLI   238    -39.724   59.748  -29.188
 HMC1   CLI   238    -38.808   59.868  -28.577
 HMC2   CLI   238    -40.241   58.807  -28.907
 HMC3   CLI   238    -40.406   60.600  -28.992
  CAC   CLI   238    -40.296   61.928  -31.459
 HAC1   CLI   238    -41.118   61.817  -30.717
 HAC2   CLI   238    -40.774   62.181  -32.422
  CBC   CLI   238    -39.384   63.046  -31.030
 HBC1   CLI   238    -38.596   63.219  -31.797
 HBC2   CLI   238    -38.880   62.796  -30.072
 HBC3   CLI   238    -39.956   63.989  -30.895
   ND   CLI   238    -37.702   59.125  -35.225
  C1D   CLI   238    -38.411   60.344  -35.175
  C2D   CLI   238    -38.325   61.010  -36.484
  C3D   CLI   238    -37.467   60.245  -37.230
  C4D   CLI   238    -37.077   59.101  -36.391
  CMD   CLI   238    -38.990   62.255  -36.836
 HMD1   CLI   238    -38.923   62.977  -35.996
 HMD2   CLI   238    -40.052   62.055  -37.088
 HMD3   CLI   238    -38.494   62.694  -37.728
  CAD   CLI   238    -36.829   60.073  -38.506
  OBD   CLI   238    -36.975   60.697  -39.542
  CBD   CLI   238    -35.864   58.868  -38.377
 HBD1   CLI   238    -34.821   59.195  -38.431
  CGD   CLI   238    -36.007   58.049  -39.618
  O1D   CLI   238    -35.611   58.419  -40.724
  O2D   CLI   238    -36.639   56.855  -39.536
  CED   CLI   238    -37.014   56.296  -40.797
 HED1   CLI   238    -36.160   55.729  -41.235
 HED2   CLI   238    -37.326   57.057  -41.552
 HED3   CLI   238    -37.866   55.600  -40.670
   C1   CLI   238    -30.786   59.701  -34.029
   H1   CLI   238    -29.768   60.108  -34.229
   H2   CLI   238    -30.608   58.832  -33.349
   C2   CLI   238    -31.604   60.708  -33.320
   H3   CLI   238    -32.349   60.334  -32.600
   C3   CLI   238    -31.441   62.022  -33.497
   H4   CLI   238    -30.712   62.400  -34.229
   H5   CLI   238    -32.077   62.742  -32.961
   MG   CLH   243    -32.576   46.525  -21.461
  CHA   CLH   243    -34.710   45.141  -19.097
  CHB   CLH   243    -29.929   45.113  -19.821
  HHB   CLH   243    -29.057   44.862  -19.237
  CHC   CLH   243    -30.685   46.839  -24.299
  HHC   CLH   243    -30.127   46.892  -25.227
  CHD   CLH   243    -35.451   47.115  -23.463
  HHD   CLH   243    -36.340   47.417  -24.004
   NA   CLH   243    -32.358   45.460  -19.686
  C1A   CLH   243    -33.372   44.956  -18.856
  C2A   CLH   243    -32.754   44.223  -17.670
  H2A   CLH   243    -33.205   44.578  -16.718
  C3A   CLH   243    -31.280   44.711  -17.723
  H3A   CLH   243    -30.629   43.843  -17.515
  C4A   CLH   243    -31.140   45.136  -19.175
  CMA   CLH   243    -30.996   45.849  -16.779
 HMA1   CLH   243    -31.296   45.614  -15.738
 HMA2   CLH   243    -31.510   46.777  -17.091
 HMA3   CLH   243    -29.910   46.090  -16.789
  CAA   CLH   243    -32.959   42.700  -17.758
 HAA1   CLH   243    -34.047   42.517  -17.620
 HAA2   CLH   243    -32.447   42.213  -16.912
  CBA   CLH   243    -32.509   42.067  -19.061
 HBA1   CLH   243    -31.399   42.187  -19.113
 HBA2   CLH   243    -32.906   42.670  -19.904
  CGA   CLH   243    -32.782   40.616  -19.268
  O1A   CLH   243    -32.484   39.654  -18.564
  O2A   CLH   243    -33.435   40.425  -20.458
   NB   CLH   243    -30.674   46.058  -21.963
  C1B   CLH   243    -29.751   45.489  -21.153
  C2B   CLH   243    -28.453   45.369  -21.848
  C3B   CLH   243    -28.628   45.848  -23.115
  C4B   CLH   243    -30.050   46.318  -23.211
  CMB   CLH   243    -27.261   44.818  -21.207
 HMB1   CLH   243    -27.526   43.873  -20.688
 HMB2   CLH   243    -26.877   45.547  -20.461
 HMB3   CLH   243    -26.463   44.605  -21.945
  CAB   CLH   243    -27.604   45.866  -24.122
  HAB   CLH   243    -26.795   45.143  -23.942
  CBB   CLH   243    -27.499   46.540  -25.269
 HBB1   CLH   243    -28.233   47.303  -25.565
 HBB2   CLH   243    -26.630   46.389  -25.925
   NC   CLH   243    -32.982   47.051  -23.437
  C1C   CLH   243    -32.043   47.226  -24.406
  C2C   CLH   243    -32.635   47.670  -25.652
  C3C   CLH   243    -34.010   47.603  -25.440
  C4C   CLH   243    -34.206   47.240  -24.053
  CMC   CLH   243    -31.899   47.978  -26.876
 HMC1   CLH   243    -31.590   47.039  -27.380
 HMC2   CLH   243    -30.990   48.570  -26.654
 HMC3   CLH   243    -32.527   48.550  -27.584
  CAC   CLH   243    -35.113   47.891  -26.360
 HAC1   CLH   243    -36.066   47.461  -25.985
 HAC2   CLH   243    -34.880   47.325  -27.288
  CBC   CLH   243    -35.326   49.312  -26.748
 HBC1   CLH   243    -34.370   49.768  -27.073
 HBC2   CLH   243    -35.706   49.889  -25.881
 HBC3   CLH   243    -36.050   49.395  -27.583
   ND   CLH   243    -34.590   46.473  -21.267
  C1D   CLH   243    -35.649   46.741  -22.171
  C2D   CLH   243    -36.943   46.536  -21.512
  C3D   CLH   243    -36.633   45.946  -20.315
  C4D   CLH   243    -35.166   45.856  -20.243
  CMD   CLH   243    -38.242   46.864  -22.085
 HMD1   CLH   243    -38.679   45.944  -22.533
 HMD2   CLH   243    -38.151   47.638  -22.872
 HMD3   CLH   243    -38.927   47.211  -21.285
  CAD   CLH   243    -37.144   45.415  -19.078
  OBD   CLH   243    -38.266   45.469  -18.612
  CBD   CLH   243    -35.958   44.732  -18.351
 HBD1   CLH   243    -36.119   43.646  -18.435
  CGD   CLH   243    -35.921   45.149  -16.916
  O1D   CLH   243    -35.600   46.236  -16.448
  O2D   CLH   243    -36.299   44.169  -16.068
  CED   CLH   243    -35.841   44.242  -14.723
 HED1   CLH   243    -36.614   44.726  -14.082
 HED2   CLH   243    -34.898   44.824  -14.600
 HED3   CLH   243    -35.666   43.220  -14.325
   C1   CLH   243    -34.072   39.163  -20.758
   H1   CLH   243    -34.771   38.892  -19.942
   H2   CLH   243    -33.317   38.342  -20.817
   C2   CLH   243    -34.859   39.336  -22.010
   H3   CLH   243    -35.919   39.576  -21.856
   C3   CLH   243    -34.326   39.300  -23.242
   C4   CLH   243    -32.879   39.070  -23.432
   H5   CLH   243    -32.705   38.094  -23.932
   H6   CLH   243    -32.259   39.085  -22.511
   H7   CLH   243    -32.459   39.857  -24.094
   C5   CLH   243    -35.138   39.475  -24.479
   H8   CLH   243    -35.030   38.551  -25.091
   H9   CLH   243    -34.732   40.311  -25.091
   C6   CLH   243    -36.617   39.713  -24.245
  H10   CLH   243    -36.792   40.772  -23.971
  H11   CLH   243    -37.009   39.058  -23.434
   C7   CLH   243    -37.440   39.341  -25.465
  H12   CLH   243    -37.377   38.242  -25.633
  H13   CLH   243    -37.001   39.843  -26.358
   C8   CLH   243    -38.905   39.751  -25.359
  H14   CLH   243    -38.940   40.864  -25.273
   C9   CLH   243    -39.578   39.155  -24.145
  H15   CLH   243    -39.081   39.479  -23.207
  H16   CLH   243    -39.548   38.045  -24.191
  H17   CLH   243    -40.640   39.469  -24.063
  C10   CLH   243    -39.658   39.350  -26.618
  H18   CLH   243    -39.585   38.247  -26.759
  H19   CLH   243    -39.101   39.804  -27.462
  C11   CLH   243    -41.118   39.738  -26.578
  H20   CLH   243    -41.243   40.651  -25.947
  H21   CLH   243    -41.701   38.919  -26.105
  C12   CLH   243    -41.645   40.073  -27.957
  H22   CLH   243    -42.717   40.369  -27.861
  H23   CLH   243    -41.601   39.177  -28.616
  C13   CLH   243    -40.870   41.223  -28.588
  H24   CLH   243    -39.897   40.890  -29.004
  H25   CLH   243    -40.681   42.017  -27.834
  H26   CLH   243    -41.453   41.666  -29.424
   MG   CLA   244    -41.569   59.267  -16.149
  CHA   CLA   244    -39.766   60.408  -13.406
  CHB   CLA   244    -44.279   61.031  -14.943
  HHB   CLA   244    -45.164   61.410  -14.440
  CHC   CLA   244    -42.983   59.254  -19.241
  HHC   CLA   244    -43.486   59.224  -20.203
  CHD   CLA   244    -38.514   58.221  -17.555
  HHD   CLA   244    -37.563   57.922  -17.984
   NA   CLA   244    -41.964   60.377  -14.435
  C1A   CLA   244    -41.069   60.787  -13.440
  C2A   CLA   244    -41.771   61.619  -12.384
  H2A   CLA   244    -41.554   61.347  -11.338
  C3A   CLA   244    -43.233   61.252  -12.667
  H3A   CLA   244    -43.858   62.128  -12.457
  C4A   CLA   244    -43.192   60.869  -14.132
  CMA   CLA   244    -43.566   60.043  -11.850
 HMA1   CLA   244    -43.684   60.297  -10.775
 HMA2   CLA   244    -42.771   59.266  -11.938
 HMA3   CLA   244    -44.501   59.564  -12.210
  CAA   CLA   244    -41.429   63.105  -12.544
 HAA1   CLA   244    -40.414   63.199  -12.079
 HAA2   CLA   244    -42.084   63.730  -11.901
  CBA   CLA   244    -41.233   63.627  -13.960
